"","user_id","activity_date","product_group","dollar_purchase_value","purchase_number"
"575",9977,2025-07-03,"Perks",4.99,6
"576",9661,2025-07-24,"Perks",4.99,26
"577",36475,2025-07-24,"Perks",1.99,15
"578",14638,2025-07-07,"Perks",1.99,1
"579",30676,2025-07-23,"Perks",1.99,4
"580",33613,2025-07-26,"Gold",1.99,1
"581",31932,2025-07-25,"Perks",1.99,5
"582",23988,2025-07-31,"Boosts",1.99,1
"583",16862,2025-07-06,"Perks",1.99,61
"584",8912,2025-07-12,"Perks",4.99,3
"585",22398,2025-07-21,"Perks",1.99,8
"586",34304,2025-07-31,"Perks",4.99,1
"587",13504,2025-07-07,"Boosts",1.99,5
"588",13504,2025-07-11,"Perks",1.99,8
"589",12054,2025-07-06,"Boosts",1.99,1
"590",33647,2025-07-10,"Boosts",1.99,1
"591",30517,2025-07-01,"Boosts",1.99,1
"592",30320,2025-07-12,"Perks",9.99,5
"593",30320,2025-07-29,"Perks",1.99,15
"594",8410,2025-07-03,"Perks",1.99,1
"595",26254,2025-07-24,"Perks",4.99,4
"596",32198,2025-07-20,"Perks",1.99,12
"597",26718,2025-07-01,"Perks",1.99,1
"598",9661,2025-07-06,"Gold",1.99,5
"599",28307,2025-07-27,"Perks",1.99,1
"600",31964,2025-07-05,"Boosts",1.99,1
"601",36511,2025-07-02,"Perks",1.99,1
"602",18321,2025-07-19,"Perks",1.99,2
"603",30776,2025-07-12,"Perks",9.99,5
"604",22798,2025-07-02,"Perks",1.99,5
"605",25583,2025-07-20,"Perks",9.99,2
"606",26321,2025-07-11,"Perks",1.99,1
"607",16862,2025-07-02,"Perks",1.99,14
"608",16862,2025-07-05,"Boosts",1.99,31
"609",35155,2025-07-22,"Perks",4.99,1
"610",17562,2025-07-09,"Gold",1.99,1
"611",9244,2025-07-23,"Perks",4.99,11
"612",10561,2025-07-19,"Perks",1.99,36
"613",10561,2025-07-19,"Perks",1.99,42
"614",34092,2025-07-12,"Boosts",1.99,1
"615",29006,2025-07-19,"Boosts",1.99,4
"616",33926,2025-07-05,"Perks",1.99,5
"617",11405,2025-07-12,"Perks",1.99,1
"618",34865,2025-07-02,"Boosts",1.99,1
"619",30320,2025-07-29,"Perks",1.99,13
"620",8410,2025-07-03,"Perks",1.99,3
"621",16824,2025-07-03,"Boosts",1.99,1
"622",31187,2025-07-30,"Perks",1.99,32
"623",9742,2025-07-15,"Boosts",1.99,1
"624",26718,2025-07-01,"Perks",1.99,30
"625",9661,2025-07-27,"Perks",4.99,28
"626",12053,2025-07-28,"Perks",1.99,3
"627",15222,2025-07-18,"Perks",1.99,3
"628",29664,2025-07-27,"Perks",1.99,3
"629",34489,2025-07-01,"Perks",4.99,1
"630",12582,2025-07-29,"Boosts",1.99,1
"631",15774,2025-07-07,"Perks",1.99,3
"632",30676,2025-07-23,"Perks",1.99,3
"633",22684,2025-07-02,"Boosts",1.99,3
"634",16862,2025-07-01,"Perks",1.99,11
"635",23485,2025-07-14,"Perks",1.99,10
"636",32240,2025-07-01,"Perks",1.99,3
"637",34530,2025-07-29,"Perks",1.99,4
"638",15947,2025-07-06,"Perks",1.99,4
"639",15995,2025-07-28,"Perks",1.99,2
"640",11405,2025-07-26,"Boosts",1.99,2
"641",30320,2025-07-10,"Perks",1.99,4
"642",20984,2025-07-30,"Perks",1.99,4
"643",11496,2025-07-26,"Perks",1.99,3
"644",32198,2025-07-20,"Perks",1.99,11
"645",26739,2025-07-07,"Boosts",1.99,6
"646",13553,2025-07-06,"Perks",1.99,13
"647",27653,2025-07-04,"Gold",1.99,1
"648",17643,2025-07-21,"Perks",1.99,6
"649",18321,2025-07-19,"Perks",1.99,7
"650",32579,2025-07-20,"Perks",1.99,8
"651",25100,2025-07-05,"Boosts",1.99,1
"652",8685,2025-07-28,"Perks",1.99,5
"653",14976,2025-07-08,"Boosts",1.99,1
"654",31121,2025-07-20,"Perks",4.99,2
"655",32571,2025-07-03,"Perks",1.99,19
"656",21796,2025-07-02,"Perks",1.99,2
"657",11245,2025-07-13,"Perks",1.99,10
"658",35139,2025-07-31,"Perks",4.99,10
"659",32783,2025-07-25,"Perks",1.99,3
"660",16862,2025-07-02,"Perks",1.99,25
"661",16862,2025-07-06,"Perks",1.99,70
"662",16862,2025-07-06,"Perks",1.99,77
"663",16862,2025-07-06,"Perks",1.99,117
"664",11515,2025-07-01,"Perks",4.99,2
"665",23485,2025-07-04,"Perks",4.99,5
"666",35593,2025-07-13,"Gold",1.99,4
"667",20528,2025-07-02,"Perks",1.99,1
"668",31112,2025-07-13,"Perks",9.99,17
"669",18060,2025-07-16,"Perks",4.99,1
"670",24469,2025-07-17,"Perks",1.99,2
"671",35213,2025-07-24,"Perks",9.99,2
"672",17971,2025-07-10,"Perks",1.99,6
"673",26718,2025-07-01,"Perks",1.99,21
"674",13553,2025-07-14,"Perks",4.99,29
"675",27634,2025-07-21,"Perks",4.99,1
"676",14962,2025-07-19,"Perks",1.99,1
"677",9965,2025-07-29,"Remove Ads",1.99,1
"678",36475,2025-07-24,"Perks",1.99,13
"679",23328,2025-07-16,"Perks",1.99,3
"680",35822,2025-07-26,"Perks",1.99,15
"681",28901,2025-07-02,"Perks",1.99,1
"682",30193,2025-07-30,"Perks",1.99,3
"683",32571,2025-07-03,"Perks",1.99,2
"684",21796,2025-07-09,"Gold",1.99,3
"685",8697,2025-07-26,"Perks",1.99,4
"686",30676,2025-07-23,"Perks",1.99,8
"687",11695,2025-07-13,"Boosts",1.99,2
"688",16862,2025-07-06,"Perks",1.99,71
"689",16862,2025-07-06,"Perks",1.99,111
"690",16862,2025-07-06,"Perks",1.99,115
"691",26675,2025-07-03,"Boosts",1.99,1
"692",29649,2025-07-02,"Perks",1.99,1
"693",19569,2025-07-10,"Perks",4.99,3
"694",34293,2025-07-30,"Boosts",1.99,1
"695",10561,2025-07-19,"Perks",1.99,30
"696",32696,2025-07-29,"Perks",4.99,6
"697",9211,2025-07-20,"Boosts",1.99,9
"698",15947,2025-07-22,"Perks",1.99,7
"699",32992,2025-07-13,"Boosts",1.99,1
"700",35250,2025-07-02,"Perks",1.99,4
"701",22689,2025-07-21,"Perks",4.99,1
"702",18272,2025-07-10,"Perks",1.99,4
"703",31187,2025-07-30,"Perks",1.99,28
"704",9774,2025-07-11,"Gold",1.99,2
"705",17971,2025-07-11,"Perks",1.99,16
"706",32486,2025-07-23,"Perks",1.99,4
"707",13585,2025-07-26,"Perks",4.99,1
"708",26718,2025-07-01,"Perks",1.99,31
"709",9661,2025-07-17,"Perks",4.99,20
"710",33466,2025-07-18,"Gold",1.99,2
"711",32083,2025-07-03,"Perks",1.99,1
"712",13856,2025-07-07,"Gold",1.99,3
"713",22798,2025-07-10,"Perks",4.99,11
"714",15222,2025-07-15,"Perks",4.99,1
"715",35822,2025-07-17,"Perks",1.99,10
"716",20157,2025-07-11,"Perks",4.99,3
"717",34111,2025-07-11,"Perks",1.99,2
"718",19824,2025-07-12,"Perks",4.99,2
"719",19580,2025-07-12,"Perks",4.99,4
"720",19397,2025-07-14,"Perks",1.99,3
"721",16862,2025-07-01,"Perks",1.99,12
"722",31923,2025-07-01,"Perks",1.99,2
"723",9244,2025-07-11,"Perks",4.99,5
"724",10561,2025-07-19,"Perks",1.99,39
"725",30483,2025-07-23,"Perks",1.99,2
"726",35328,2025-07-31,"Boosts",1.99,1
"727",15609,2025-07-02,"Perks",1.99,11
"728",22146,2025-07-31,"Perks",4.99,2
"729",20984,2025-07-30,"Perks",1.99,3
"730",12534,2025-07-22,"Gold",4.99,5
"731",26510,2025-07-04,"Perks",1.99,5
"732",13553,2025-07-12,"Perks",4.99,24
"733",34191,2025-07-28,"Perks",1.99,4
"734",35388,2025-07-16,"Perks",4.99,1
"735",9388,2025-07-26,"Perks",1.99,3
"736",35470,2025-07-15,"Perks",1.99,5
"737",28901,2025-07-05,"Perks",1.99,2
"738",8685,2025-07-28,"Perks",1.99,4
"739",34917,2025-07-03,"Perks",1.99,1
"740",11245,2025-07-15,"Boosts",1.99,15
"741",11746,2025-07-03,"Perks",4.99,5
"742",10705,2025-07-07,"Perks",1.99,1
"743",31106,2025-07-01,"Perks",1.99,1
"744",10925,2025-07-25,"Perks",1.99,2
"745",16862,2025-07-01,"Perks",1.99,1
"746",28312,2025-07-14,"Perks",4.99,1
"747",22398,2025-07-20,"Perks",1.99,4
"748",25068,2025-07-07,"Perks",4.99,1
"749",18494,2025-07-05,"Boosts",1.99,1
"750",9073,2025-07-02,"Boosts",1.99,1
"751",34789,2025-07-04,"Perks",4.99,2
"752",12718,2025-07-09,"Gold",1.99,6
"753",34182,2025-07-13,"Boosts",1.99,1
"754",9511,2025-07-21,"Perks",1.99,2
"755",28710,2025-07-12,"Perks",1.99,1
"756",9507,2025-07-07,"Perks",1.99,4
"757",31112,2025-07-12,"Perks",1.99,13
"758",26418,2025-07-01,"Perks",4.99,1
"759",27325,2025-07-10,"Boosts",1.99,1
"760",26254,2025-07-24,"Perks",4.99,3
"761",30789,2025-07-04,"Boosts",1.99,1
"762",33400,2025-07-07,"Boosts",1.99,1
"763",26718,2025-07-03,"Perks",1.99,41
"764",10857,2025-07-16,"Boosts",1.99,1
"765",9977,2025-07-03,"Gold",1.99,3
"766",32394,2025-07-02,"Perks",1.99,1
"767",30497,2025-07-18,"Perks",1.99,2
"768",23280,2025-07-12,"Boosts",1.99,1
"769",25874,2025-07-03,"Perks",1.99,3
"770",35139,2025-07-31,"Gold",1.99,27
"771",36475,2025-07-29,"Perks",4.99,17
"772",24174,2025-07-04,"Perks",1.99,1
"773",17094,2025-07-12,"Perks",1.99,1
"774",22398,2025-07-22,"Perks",1.99,18
"775",18601,2025-07-01,"Perks",1.99,3
"776",30483,2025-07-29,"Perks",1.99,4
"777",34530,2025-07-07,"Perks",1.99,2
"778",28113,2025-07-19,"Boosts",1.99,1
"779",34793,2025-07-05,"Perks",4.99,1
"780",35303,2025-07-09,"Perks",1.99,2
"781",34506,2025-07-27,"Perks",1.99,2
"782",31187,2025-07-24,"Perks",1.99,6
"783",31187,2025-07-30,"Perks",1.99,31
"784",24896,2025-07-25,"Boosts",1.99,3
"785",30675,2025-07-20,"Boosts",1.99,1
"786",35086,2025-07-06,"Perks",4.99,2
"787",9977,2025-07-03,"Perks",1.99,5
"788",10623,2025-07-02,"Boosts",1.99,1
"789",27395,2025-07-31,"Boosts",1.99,8
"790",9179,2025-07-10,"Boosts",1.99,1
"791",30776,2025-07-22,"Perks",4.99,6
"792",22798,2025-07-11,"Perks",4.99,13
"793",32571,2025-07-26,"Perks",1.99,31
"794",32571,2025-07-27,"Perks",1.99,40
"795",17768,2025-07-04,"Perks",4.99,3
"796",18457,2025-07-07,"Perks",1.99,1
"797",15222,2025-07-31,"Perks",1.99,4
"798",32976,2025-07-26,"Perks",1.99,16
"799",14352,2025-07-22,"Boosts",1.99,1
"800",20034,2025-07-05,"Perks",1.99,1
"801",15774,2025-07-06,"Perks",1.99,2
"802",8697,2025-07-25,"Perks",1.99,3
"803",20573,2025-07-04,"Perks",1.99,2
"804",14484,2025-07-01,"Perks",1.99,1
"805",26642,2025-07-04,"Remove Ads",1.99,2
"806",19086,2025-07-27,"Perks",4.99,1
"807",34237,2025-07-31,"Perks",1.99,6
"808",23810,2025-07-06,"Boosts",1.99,1
"809",27075,2025-07-01,"Boosts",1.99,1
"810",8561,2025-07-07,"Boosts",1.99,1
"811",34097,2025-07-27,"Gold",1.99,1
"812",10561,2025-07-19,"Perks",1.99,5
"813",10561,2025-07-21,"Perks",1.99,90
"814",30321,2025-07-11,"Perks",1.99,1
"815",9406,2025-07-05,"Perks",4.99,3
"816",15609,2025-07-02,"Perks",1.99,4
"817",20294,2025-07-21,"Gold",1.99,1
"818",21323,2025-07-02,"Perks",1.99,5
"819",16824,2025-07-05,"Perks",1.99,9
"820",8814,2025-07-22,"Remove Ads",1.99,1
"821",29347,2025-07-05,"Perks",1.99,8
"822",20984,2025-07-30,"Perks",1.99,2
"823",32198,2025-07-20,"Perks",1.99,4
"824",13484,2025-07-14,"Perks",1.99,5
"825",22798,2025-07-01,"Perks",4.99,1
"826",32976,2025-07-18,"Perks",1.99,10
"827",19580,2025-07-12,"Perks",4.99,5
"828",23329,2025-07-02,"Boosts",1.99,3
"829",35139,2025-07-31,"Perks",4.99,20
"830",25648,2025-07-01,"Perks",4.99,3
"831",28719,2025-07-28,"Perks",1.99,5
"832",25983,2025-07-19,"Perks",1.99,5
"833",32783,2025-07-10,"Perks",1.99,2
"834",9244,2025-07-20,"Perks",4.99,9
"835",20544,2025-07-30,"Perks",4.99,1
"836",9073,2025-07-02,"Perks",1.99,5
"837",10561,2025-07-21,"Perks",1.99,74
"838",33907,2025-07-03,"Perks",1.99,4
"839",32312,2025-07-28,"Boosts",1.99,1
"840",11666,2025-07-08,"Perks",4.99,2
"841",30236,2025-07-04,"Perks",1.99,8
"842",27781,2025-07-29,"Perks",1.99,2
"843",34284,2025-07-05,"Boosts",1.99,1
"844",34415,2025-07-01,"Perks",1.99,1
"845",26718,2025-07-01,"Perks",1.99,9
"846",27564,2025-07-01,"Perks",4.99,1
"847",9661,2025-07-12,"Gold",1.99,13
"848",9661,2025-07-30,"Perks",1.99,34
"849",32579,2025-07-20,"Perks",1.99,7
"850",26559,2025-07-16,"Perks",1.99,3
"851",9249,2025-07-12,"Perks",1.99,2
"852",32976,2025-07-06,"Perks",1.99,2
"853",20157,2025-07-11,"Perks",4.99,4
"854",19217,2025-07-31,"Gold",1.99,2
"855",28843,2025-07-01,"Perks",4.99,1
"856",9449,2025-07-12,"Boosts",1.99,1
"857",16862,2025-07-02,"Perks",1.99,16
"858",16862,2025-07-06,"Perks",1.99,72
"859",16862,2025-07-06,"Perks",1.99,113
"860",16862,2025-07-07,"Perks",1.99,124
"861",33224,2025-07-07,"Perks",1.99,1
"862",14872,2025-07-18,"Gold",1.99,4
"863",10561,2025-07-19,"Perks",1.99,2
"864",30937,2025-07-11,"Boosts",1.99,1
"865",31269,2025-07-09,"Perks",4.99,2
"866",34362,2025-07-04,"Perks",1.99,3
"867",9211,2025-07-20,"Boosts",1.99,5
"868",9895,2025-07-08,"Boosts",1.99,2
"869",22718,2025-07-02,"Perks",4.99,1
"870",16824,2025-07-05,"Perks",1.99,23
"871",26718,2025-07-01,"Perks",1.99,13
"872",26718,2025-07-01,"Perks",1.99,15
"873",23946,2025-07-01,"Boosts",1.99,1
"874",25874,2025-07-03,"Perks",1.99,1
"875",26484,2025-07-17,"Remove Ads",1.99,1
"876",28808,2025-07-20,"Boosts",1.99,1
"877",11145,2025-07-20,"Perks",1.99,4
"878",11145,2025-07-31,"Perks",1.99,5
"879",31121,2025-07-20,"Perks",4.99,4
"880",20157,2025-07-11,"Perks",4.99,2
"881",16939,2025-07-06,"Perks",9.99,1
"882",21796,2025-07-02,"Perks",1.99,1
"883",12388,2025-07-01,"Perks",1.99,4
"884",19580,2025-07-12,"Perks",4.99,6
"885",21686,2025-07-06,"Perks",1.99,4
"886",23329,2025-07-02,"Boosts",1.99,1
"887",34211,2025-07-11,"Boosts",1.99,1
"888",15744,2025-07-06,"Remove Ads",1.99,1
"889",19817,2025-07-14,"Perks",9.99,1
"890",22398,2025-07-23,"Perks",1.99,20
"891",16862,2025-07-06,"Perks",1.99,44
"892",22639,2025-07-27,"Perks",1.99,6
"893",30538,2025-07-02,"Perks",1.99,4
"894",25002,2025-07-24,"Boosts",1.99,1
"895",9073,2025-07-02,"Perks",1.99,6
"896",10561,2025-07-21,"Perks",1.99,88
"897",12436,2025-07-06,"Perks",1.99,10
"898",13925,2025-07-16,"Perks",4.99,1
"899",30828,2025-07-06,"Boosts",1.99,1
"900",35303,2025-07-09,"Perks",1.99,3
"901",20538,2025-07-02,"Perks",9.99,1
"902",26718,2025-07-01,"Perks",1.99,37
"903",35086,2025-07-06,"Perks",1.99,3
"904",23299,2025-07-02,"Perks",1.99,2
"905",25794,2025-07-21,"Gold",1.99,1
"906",20142,2025-07-23,"Perks",4.99,1
"907",17392,2025-07-08,"Boosts",1.99,1
"908",36238,2025-07-17,"Perks",1.99,2
"909",22798,2025-07-02,"Perks",1.99,4
"910",14559,2025-07-25,"Perks",1.99,4
"911",32579,2025-07-20,"Perks",1.99,4
"912",30193,2025-07-30,"Perks",1.99,2
"913",23041,2025-07-12,"Boosts",1.99,1
"914",16939,2025-07-07,"Gold",9.99,2
"915",11393,2025-07-01,"Perks",4.99,2
"916",20791,2025-07-05,"Perks",1.99,2
"917",10561,2025-07-19,"Perks",1.99,22
"918",10561,2025-07-19,"Perks",1.99,43
"919",36475,2025-07-24,"Perks",1.99,10
"920",32406,2025-07-11,"Gold",1.99,4
"921",20287,2025-07-27,"Gold",1.99,1
"922",16862,2025-07-01,"Perks",1.99,3
"923",16862,2025-07-02,"Perks",1.99,28
"924",16862,2025-07-06,"Perks",1.99,45
"925",31187,2025-07-29,"Perks",1.99,18
"926",31187,2025-07-30,"Perks",1.99,30
"927",23065,2025-07-16,"Perks",4.99,1
"928",35230,2025-07-05,"Boosts",1.99,1
"929",33538,2025-07-08,"Perks",1.99,5
"930",31112,2025-07-12,"Perks",1.99,5
"931",20755,2025-07-25,"Gold",4.99,6
"932",16824,2025-07-05,"Perks",1.99,8
"933",16824,2025-07-05,"Perks",1.99,19
"934",11979,2025-07-04,"Boosts",1.99,1
"935",26254,2025-07-25,"Perks",4.99,5
"936",29347,2025-07-05,"Perks",1.99,5
"937",17971,2025-07-22,"Perks",1.99,20
"938",29709,2025-07-01,"Gold",1.99,1
"939",13225,2025-07-02,"Perks",1.99,3
"940",31121,2025-07-29,"Perks",4.99,5
"941",21748,2025-07-21,"Perks",4.99,2
"942",32976,2025-07-26,"Perks",1.99,14
"943",36475,2025-07-24,"Perks",1.99,7
"944",26460,2025-07-04,"Perks",9.99,2
"945",11731,2025-07-16,"Boosts",1.99,1
"946",19580,2025-07-03,"Perks",1.99,1
"947",11245,2025-07-15,"Perks",1.99,17
"948",23329,2025-07-07,"Boosts",1.99,4
"949",8708,2025-07-10,"Perks",1.99,4
"950",15978,2025-07-06,"Boosts",1.99,2
"951",28772,2025-07-15,"Gold",1.99,1
"952",36181,2025-07-01,"Perks",1.99,1
"953",32400,2025-07-07,"Gold",1.99,1
"954",13234,2025-07-29,"Boosts",1.99,1
"955",14964,2025-07-10,"Gold",4.99,2
"956",18494,2025-07-06,"Perks",1.99,3
"957",10561,2025-07-19,"Perks",1.99,9
"958",10561,2025-07-19,"Perks",1.99,18
"959",17092,2025-07-06,"Boosts",1.99,4
"960",16201,2025-07-11,"Perks",4.99,1
"961",20618,2025-07-11,"Perks",4.99,5
"962",31112,2025-07-13,"Perks",4.99,18
"963",11441,2025-07-01,"Perks",4.99,1
"964",18568,2025-07-02,"Perks",1.99,4
"965",20294,2025-07-28,"Perks",1.99,3
"966",16824,2025-07-05,"Perks",1.99,5
"967",16824,2025-07-05,"Perks",1.99,44
"968",15640,2025-07-05,"Perks",1.99,2
"969",12534,2025-07-23,"Gold",1.99,6
"970",26718,2025-07-03,"Perks",1.99,43
"971",13484,2025-07-10,"Perks",1.99,3
"972",28492,2025-07-10,"Perks",4.99,4
"973",9661,2025-07-20,"Perks",4.99,24
"974",23299,2025-07-11,"Perks",1.99,5
"975",18723,2025-07-15,"Perks",1.99,2
"976",9073,2025-07-02,"Perks",1.99,9
"977",10561,2025-07-19,"Perks",1.99,41
"978",10561,2025-07-21,"Perks",1.99,86
"979",21480,2025-07-18,"Perks",1.99,2
"980",13142,2025-07-17,"Boosts",1.99,5
"981",15947,2025-07-04,"Gold",1.99,1
"982",21611,2025-07-05,"Perks",1.99,1
"983",13553,2025-07-04,"Perks",1.99,6
"984",19474,2025-07-20,"Gold",1.99,1
"985",35470,2025-07-15,"Perks",1.99,3
"986",22649,2025-07-02,"Perks",1.99,4
"987",16740,2025-07-19,"Perks",9.99,1
"988",11636,2025-07-25,"Perks",1.99,4
"989",32571,2025-07-03,"Perks",1.99,17
"990",17702,2025-07-20,"Boosts",1.99,4
"991",18669,2025-07-24,"Boosts",1.99,3
"992",35822,2025-07-12,"Perks",1.99,6
"993",11245,2025-07-13,"Perks",1.99,2
"994",12039,2025-07-01,"Perks",1.99,3
"995",12436,2025-07-03,"Perks",1.99,5
"996",12718,2025-07-30,"Gold",1.99,19
"997",18814,2025-07-09,"Perks",1.99,3
"998",29006,2025-07-18,"Boosts",1.99,3
"999",20076,2025-07-01,"Perks",4.99,1
"1000",17432,2025-07-23,"Perks",1.99,11
"1001",28713,2025-07-14,"Boosts",1.99,1
"1002",13585,2025-07-26,"Gold",4.99,4
"1003",14104,2025-07-22,"Boosts",1.99,1
"1004",23299,2025-07-02,"Perks",4.99,1
"1005",21452,2025-07-16,"Remove Ads",1.99,1
"1006",20910,2025-07-06,"Perks",1.99,1
"1007",11636,2025-07-25,"Perks",1.99,3
"1008",21868,2025-07-12,"Boosts",1.99,1
"1009",28449,2025-07-02,"Boosts",1.99,2
"1010",32571,2025-07-01,"Perks",1.99,1
"1011",14797,2025-07-05,"Perks",4.99,2
"1012",33857,2025-07-07,"Perks",1.99,6
"1013",27517,2025-07-15,"Gold",1.99,1
"1014",16862,2025-07-06,"Perks",1.99,66
"1015",16862,2025-07-06,"Perks",1.99,89
"1016",16862,2025-07-07,"Perks",1.99,125
"1017",16862,2025-07-07,"Boosts",1.99,137
"1018",9244,2025-07-28,"Perks",1.99,23
"1019",10561,2025-07-19,"Perks",1.99,25
"1020",10561,2025-07-19,"Perks",1.99,26
"1021",10561,2025-07-19,"Perks",1.99,44
"1022",10561,2025-07-21,"Perks",1.99,56
"1023",18211,2025-07-24,"Boosts",1.99,1
"1024",12436,2025-07-07,"Perks",1.99,11
"1025",12436,2025-07-27,"Perks",1.99,12
"1026",13181,2025-07-21,"Boosts",1.99,1
"1027",34865,2025-07-02,"Boosts",1.99,2
"1028",16824,2025-07-05,"Perks",1.99,37
"1029",18272,2025-07-26,"Perks",1.99,13
"1030",21323,2025-07-02,"Perks",1.99,6
"1031",31187,2025-07-29,"Perks",1.99,17
"1032",16899,2025-07-19,"Boosts",1.99,1
"1033",9576,2025-07-13,"Perks",4.99,4
"1034",35505,2025-07-10,"Perks",1.99,3
"1035",9493,2025-07-23,"Perks",1.99,2
"1036",20479,2025-07-28,"Gold",1.99,4
"1037",27718,2025-07-16,"Perks",1.99,2
"1038",11746,2025-07-11,"Perks",1.99,12
"1039",30337,2025-07-27,"Perks",4.99,6
"1040",16709,2025-07-07,"Boosts",1.99,1
"1041",10364,2025-07-03,"Perks",1.99,3
"1042",16862,2025-07-02,"Perks",1.99,20
"1043",16862,2025-07-06,"Perks",1.99,76
"1044",9244,2025-07-31,"Perks",1.99,33
"1045",14872,2025-07-07,"Gold",1.99,2
"1046",20812,2025-07-09,"Perks",4.99,5
"1047",10561,2025-07-21,"Perks",1.99,66
"1048",17092,2025-07-03,"Boosts",1.99,1
"1049",12718,2025-07-08,"Gold",1.99,4
"1050",35246,2025-07-01,"Boosts",1.99,1
"1051",17386,2025-07-15,"Perks",4.99,1
"1052",13429,2025-07-03,"Perks",1.99,1
"1053",31112,2025-07-12,"Perks",1.99,7
"1054",11441,2025-07-11,"Perks",1.99,2
"1055",10333,2025-07-07,"Perks",1.99,4
"1056",34197,2025-07-02,"Perks",9.99,1
"1057",24896,2025-07-30,"Boosts",1.99,6
"1058",29347,2025-07-05,"Perks",1.99,7
"1059",17971,2025-07-23,"Perks",1.99,25
"1060",33914,2025-07-10,"Boosts",1.99,1
"1061",32610,2025-07-10,"Boosts",1.99,1
"1062",35126,2025-07-05,"Boosts",4.99,1
"1063",16059,2025-07-21,"Perks",1.99,3
"1064",34112,2025-07-01,"Perks",1.99,1
"1065",28777,2025-07-02,"Perks",4.99,2
"1066",17768,2025-07-25,"Perks",1.99,6
"1067",11245,2025-07-13,"Perks",1.99,4
"1068",11245,2025-07-15,"Perks",1.99,21
"1069",25668,2025-07-20,"Boosts",1.99,2
"1070",27314,2025-07-12,"Perks",1.99,5
"1071",30538,2025-07-02,"Perks",1.99,5
"1072",24166,2025-07-18,"Remove Ads",1.99,1
"1073",15978,2025-07-03,"Perks",1.99,1
"1074",36395,2025-07-01,"Perks",1.99,1
"1075",20812,2025-07-05,"Perks",1.99,3
"1076",32167,2025-07-04,"Perks",1.99,1
"1077",33058,2025-07-31,"Gold",1.99,9
"1078",9406,2025-07-18,"Perks",4.99,6
"1079",29385,2025-07-02,"Gold",1.99,2
"1080",18568,2025-07-02,"Perks",1.99,5
"1081",31187,2025-07-29,"Perks",1.99,15
"1082",9543,2025-07-02,"Perks",4.99,1
"1083",29134,2025-07-04,"Perks",1.99,1
"1084",9977,2025-07-03,"Perks",4.99,2
"1085",10994,2025-07-10,"Boosts",1.99,1
"1086",13366,2025-07-09,"Boosts",1.99,5
"1087",23299,2025-07-02,"Perks",1.99,3
"1088",17458,2025-07-12,"Boosts",1.99,4
"1089",24707,2025-07-09,"Perks",1.99,1
"1090",13835,2025-07-24,"Perks",1.99,1
"1091",35447,2025-07-05,"Perks",4.99,3
"1092",33857,2025-07-25,"Perks",1.99,14
"1093",16136,2025-07-19,"Perks",4.99,1
"1094",9644,2025-07-06,"Boosts",1.99,1
"1095",23530,2025-07-31,"Gold",1.99,1
"1096",10561,2025-07-19,"Perks",1.99,3
"1097",10561,2025-07-19,"Perks",1.99,19
"1098",10561,2025-07-21,"Perks",1.99,65
"1099",29000,2025-07-30,"Perks",1.99,3
"1100",29000,2025-07-30,"Perks",1.99,4
"1101",33907,2025-07-03,"Perks",1.99,5
"1102",34237,2025-07-05,"Perks",1.99,4
"1103",15958,2025-07-09,"Perks",9.99,1
"1104",30809,2025-07-25,"Gold",1.99,1
"1105",11245,2025-07-23,"Boosts",1.99,26
"1106",12039,2025-07-01,"Perks",4.99,2
"1107",16862,2025-07-06,"Perks",1.99,42
"1108",16862,2025-07-06,"Perks",1.99,92
"1109",16862,2025-07-06,"Perks",1.99,107
"1110",16862,2025-07-07,"Perks",1.99,132
"1111",12718,2025-07-24,"Perks",1.99,14
"1112",18814,2025-07-21,"Perks",1.99,8
"1113",29006,2025-07-18,"Boosts",1.99,1
"1114",33538,2025-07-07,"Perks",4.99,3
"1115",21394,2025-07-02,"Perks",9.99,1
"1116",30517,2025-07-24,"Perks",1.99,3
"1117",26837,2025-07-15,"Boosts",1.99,1
"1118",11766,2025-07-05,"Perks",1.99,3
"1119",33135,2025-07-03,"Perks",4.99,1
"1120",24469,2025-07-18,"Boosts",1.99,6
"1121",13904,2025-07-06,"Perks",9.99,1
"1122",17971,2025-07-22,"Perks",1.99,21
"1123",28074,2025-07-31,"Perks",1.99,1
"1124",36238,2025-07-17,"Perks",1.99,3
"1125",21432,2025-07-28,"Perks",1.99,2
"1126",30854,2025-07-07,"Boosts",1.99,1
"1127",33870,2025-07-01,"Boosts",1.99,1
"1128",13835,2025-07-25,"Perks",1.99,4
"1129",13343,2025-07-06,"Boosts",1.99,1
"1130",24707,2025-07-10,"Perks",1.99,2
"1131",32571,2025-07-27,"Perks",1.99,38
"1132",32571,2025-07-27,"Perks",1.99,53
"1133",17596,2025-07-04,"Perks",1.99,1
"1134",26121,2025-07-08,"Perks",9.99,2
"1135",26121,2025-07-16,"Perks",4.99,6
"1136",17411,2025-07-03,"Perks",4.99,1
"1137",11160,2025-07-30,"Remove Ads",1.99,1
"1138",13120,2025-07-12,"Boosts",4.99,1
"1139",18154,2025-07-19,"Gold",1.99,1
"1140",16862,2025-07-06,"Perks",1.99,84
"1141",14872,2025-07-31,"Gold",1.99,7
"1142",30357,2025-07-28,"Boosts",1.99,1
"1143",13504,2025-07-12,"Boosts",1.99,10
"1144",10561,2025-07-21,"Perks",1.99,61
